"Feature"	"Gain"	"Cover"	"Frequency"
"1"	"modelito_110"	0.197163864394141	0.0162473956390137	0.00512900217594032
"2"	"modelito_111"	0.1748604728061	0.0436183843456365	0.0125893689773081
"3"	"modelito_112"	0.171838842848077	0.0289050002250375	0.00862604911408144
"4"	"modelito_109"	0.124131022751451	0.0115485676464091	0.00349704693814113
"5"	"ttarjeta_visa__tend"	0.0491588464016443	0.000738180829499985	0.000388560770904569
"6"	"modelito_106"	0.017645378930865	0.0105645971208534	0.00676095741373951
"7"	"mdescubierto_preacordado__min"	0.0124590732518762	2.17101986078143e-05	0.000233136462542742
"8"	"modelito_100"	0.0121063483335775	0.0246041384975365	0.00753807895554865
"9"	"modelito_101"	0.0118104941947611	0.00467749722972237	0.00349704693814113
"10"	"mcuenta_corriente_Paquete"	0.00981606290182559	0.00165283604755485	0.00202051600870376
"11"	"mcaja_ahorro_Paquete"	0.00932026817124068	0.00109405042834151	0.00170966739198011
"12"	"marketing_coss_selling"	0.00826260631848015	0.00354718026421862	0.00310848616723656
"13"	"modelito_103"	0.00765416688987375	0.0108398745875794	0.00598383587193037
"14"	"foto_mes"	0.00464104568343996	0.0127011209954339	0.0123562325147653
"15"	"Visa_Finiciomora"	0.00414573977996493	0.000681145870027259	0.00147653092943736
"16"	"modelito_102"	0.00394423082426715	0.00540577402208562	0.00318619832141747
"17"	"mcuentas_saldo__tend"	0.00287320476115268	0.0039393037804431	0.00427416847995026
"18"	"mprestamos_personales"	0.00203232832340635	0.00830099061579176	0.00543985079266397
"19"	"tcajas_depositos"	0.00154523431704888	0.00346299423677528	0.00116568231271371
"20"	"mvr_msaldopesos__avg"	0.00145697049386828	0.000161067114833703	0.00139881877525645
"21"	"modelito_105"	0.00142538916428241	0.00439209624401794	0.00341933478396021
"22"	"chomebanking_transacciones__tend"	0.00140365015976871	0.00543038400742179	0.00582841156356854
"23"	"Master_fultimo_cierre__tend"	0.00139867001304894	0.00512807920953276	0.0055952751010258
"24"	"mcuentas_saldo"	0.00126869325088274	0.00719248364659547	0.00450730494249301
"25"	"mprestamos_personales__tend"	0.00121378021490771	0.00342127788975087	0.00450730494249301
"26"	"mactivos_margen"	0.00116252577771856	0.00312400567938554	0.00341933478396021
"27"	"marketing_coss_selling__min"	0.00114868293328094	0.00112304969607138	0.00217594031706559
"28"	"marketing_coss_selling__tend"	0.00108702712991963	0.00599045204620709	0.00388560770904569
"29"	"Master_Finiciomora"	0.00103434847197258	0.00341890317221755	0.00209822816288468
"30"	"mv_fultimo_cierre__tend"	0.00102877782054762	0.00646465481558038	0.00450730494249301
"31"	"tmovimientos_ultimos90dias__min"	0.00100843667423158	0.00543163179106198	0.00341933478396021
"32"	"mprestamos_personales__avg"	0.000886417997536824	0.00167885500454787	0.00287534970469381
"33"	"mplan_sueldo__tend"	0.000876258001085155	0.00431064115606125	0.00349704693814113
"34"	"tmovimientos_ultimos90dias__tend"	0.000862303338126498	0.00329956434269796	0.00341933478396021
"35"	"mv_marca_atraso__tend"	0.000861865182638216	0.000461249669793825	0.00147653092943736
"36"	"modelito_104"	0.000856997405313861	0.00239354440696552	0.00256450108797016
"37"	"Visa_mpagospesos__tend"	0.000850000655334266	0.00290750782369281	0.00411874417158844
"38"	"ccallcenter_transacciones__tend"	0.000838249669958038	0.00204299677149082	0.00295306185887473
"39"	"mcuenta_corriente_Paquete__tend"	0.000831448485079693	0.00393462448154719	0.00295306185887473
