Feature	Gain	Cover	Frequency
mv_Finiciomora	0.000685676695849077	0.00744008008446694	0.00222993062438057
Master_fultimo_cierre__tend	0.000646632445367385	0.00273446750471668	0.00470763131813677
tcajas_depositos__tend	0.000638953743438409	0.00192720100244899	0.00371655104063429
mcaja_ahorro_dolares__tend	0.000633104234968989	0.00186927215939229	0.00396432111000991
mactivos_margen__tend	0.000624537069878727	0.00332963227651145	0.00495540138751239
mvr_msaldopesos	0.000624311383530917	0.00260560805827698	0.00198216055500496
tcajas_consultas__tend	0.000621507041373199	0.00293752287516303	0.00371655104063429
mcuentas_saldo__tend	0.00062113328946046	0.00321420889101231	0.00297324083250743
mcomisiones_otras__min	0.000608158858449275	0.00444466062844119	0.00346878097125867
mcomisiones_otras__avg	0.000605068467272308	0.00405288116162599	0.00322101090188305
mcuenta_corriente_Paquete__min	0.00057789588390966	0.00319637445706205	0.00520317145688801
tpagomiscuentas__tend	0.00057447870718058	0.00285470493256948	0.00322101090188305
mpasivos_margen	0.000566237556975122	0.00304928066778514	0.00421209117938553
tpagomiscuentas	0.000562843380792091	0.00278686853637518	0.00148662041625372
mrentabilidad__tend	0.000560151614646912	0.00379459415407412	0.00495540138751239
mrentabilidad_annual__tend	0.000559507667934965	0.00322892682568042	0.00297324083250743
mcomisiones__max	0.000556361590856335	0.00268737071854657	0.00346878097125867
mpagomiscuentas	0.00055235745245951	0.00561065240176005	0.00222993062438057
mcomisiones_mantenimiento__tend	0.000545402287023371	0.00360052446427007	0.00148662041625372
mrentabilidad__max	0.0005431492464106	0.00260684944162125	0.00371655104063429
Visa_fultimo_cierre__avg	0.000538837118716942	0.00259254529390913	0.00346878097125867
mactivos_margen__avg	0.000532009026976641	0.00478614073132494	0.00272547076313181
mcomisiones	0.000530966501570984	0.00379506766738915	0.00396432111000991
Visa_tconsumos__max	0.000529852221737772	0.00122302362886165	0.00247770069375619
Visa_Fvencimiento__avg	0.000527373298233871	0.00214966492957477	0.00346878097125867
Master_fechaalta__min	0.000525900277325807	0.00202057548342304	0.00322101090188305
mvr_mpagominimo	0.000524877146058848	0.00207163842319793	0.00148662041625372
mv_marca_atraso__tend	0.000521268533277916	0.00213196284903709	0.00148662041625372
cliente_edad	0.00051928472205546	0.0029562294022807	0.00545094152626363
internet__tend	0.000516338079005334	0.00209516609080146	0.00421209117938553
mvr_Master_mlimitecompra	0.00051490644093335	0.00225007839028717	0.00371655104063429
cliente_antiguedad__min	0.000500940521318606	0.0035528048671337	0.00322101090188305
mcuentas_saldo__min	0.000494875839424031	0.00142964496819199	0.00346878097125867
mrentabilidad_annual__max	0.00047899634570093	0.00259090831940137	0.00247770069375619
Visa_mpagospesos__min	0.000474769017753453	0.0017934778744923	0.00396432111000991
mvr_mpagospesos__min	0.000471063930314594	0.00431028384048877	0.00396432111000991
mv_fultimo_cierre__max	0.000470330587184023	0.00132778574590848	0.00198216055500496
mvr_msaldototal__tend	0.000469472837711942	0.00145931695640586	0.00272547076313181
Visa_msaldototal__tend	0.000468794789092745	0.00130155220081996	0.00346878097125867
mv_mpagominimo__max	0.000468737914011182	0.000968277288776978	0.00148662041625372
ccomisiones_otras__avg	0.000468610504425279	0.00396028619716837	0.00322101090188305
Master_msaldopesos	0.000461097824111048	0.00272992643827184	0.00198216055500496
mcomisiones_mantenimiento	0.000458325108230949	0.0102719658593415	0.00322101090188305
chomebanking_transacciones__avg	0.00045592921171123	0.00230403166736231	0.00272547076313181
Visa_fultimo_cierre__max	0.000455354405753458	0.00112668125798322	0.00272547076313181
Master_Fvencimiento__max	0.000454442385396974	0.00202037173038	0.00421209117938553
cliente_edad__avg	0.000450471932672922	0.00294939581482377	0.00346878097125867
mcuenta_corriente_Paquete__max	0.000448501912500353	0.00286673505543244	0.00322101090188305
mv_mpagado__tend	0.000448022613898584	0.00187479256922858	0.00322101090188305
mvr_msaldopesos__tend	0.000446132633101749	0.0023263399636981	0.00297324083250743
mv_fultimo_cierre	0.000445728544507978	0.00132956005981561	0.00272547076313181
Visa_Fvencimiento__min	0.000444476169457868	0.00131646871998704	0.00272547076313181
Visa_fultimo_cierre__tend	0.000443041790055842	0.00214865544331467	0.00297324083250743
mvr_Master_mlimitecompra__avg	0.000441899950679426	0.00152212963876347	0.00396432111000991
mes	0.000438397032747926	0.0026507087361976	0.00297324083250743
cliente_edad__max	0.000432159137319105	0.00202253194006008	0.00297324083250743
Visa_fechaalta__avg	0.000429366626604664	0.0020903502544041	0.00297324083250743
ctarjeta_visa_transacciones__tend	0.00042878243959693	0.00300384861101219	0.00247770069375619
cliente_edad__min	0.000427715934603101	0.00348100328034932	0.00396432111000991
tplan_sueldo__max	0.000427500051279057	0.00181388440614566	0.0012388503468781
mv_Fvencimiento	0.000426445541082325	0.00278371340506056	0.00346878097125867
mtransferencias_emitidas__avg	0.000424362084055539	0.0028926968988296	0.00297324083250743
tmovimientos_ultimos90dias__max	0.000422335574180709	0.00205406860616774	0.00198216055500496
Visa_msaldopesos__tend	0.000419089383596187	0.00110217203869432	0.00322101090188305
ccallcenter_transacciones__tend	0.00041858562053219	0.00132760590793316	0.00371655104063429
tcajas__avg	0.000415852730457943	0.000544535670621835	0.00173439048562934
Visa_Finiciomora	0.000414744925564915	0.00315472984216718	0.000743310208126858
mvr_msaldodolares2__max	0.000400486543624876	0.00194017173989807	0.00272547076313181
tcajas_depositos__max	0.000398639528065881	0.00104632860771165	0.00173439048562934
mtarjeta_master_consumo	0.000393399784943029	0.00487018742278722	0.00173439048562934
mv_Fvencimiento__max	0.000391652299824108	0.00154714923114567	0.00297324083250743
cliente_antiguedad__avg	0.000387478996741998	0.00311256167112631	0.00297324083250743
Visa_mfinanciacion_limite__tend	0.000382899376698285	0.00123714822579528	0.00222993062438057
mv_Fvencimiento__avg	0.00038222113038028	0.0027142999227028	0.00346878097125867
mcaja_ahorro_dolares__min	0.000378897712038059	0.00136662293932081	0.00297324083250743
mcaja_ahorro_dolares	0.000377945218273531	0.00375324788518236	0.00198216055500496
mvr_msaldopesos2__avg	0.000373433020394639	0.0015143767539679	0.00297324083250743
Master_Fvencimiento__avg	0.000371089492633245	0.00289130259159947	0.00421209117938553
Master_mfinanciacion_limite__max	0.000370688697360124	0.00163124095479067	0.00247770069375619
mvr_mpagospesos__tend	0.00036671329985614	0.00105675727107717	0.00198216055500496
mvr_mconsumospesos__min	0.00036649396063205	0.00122953364001112	0.00222993062438057
ccomisiones_mantenimiento	0.000365754429171095	0.00254248557763032	0.000991080277502478
tmovimientos_ultimos90dias__avg	0.000364995257022602	0.00208964648143269	0.00297324083250743
Master_fultimo_cierre__max	0.000362733952420208	0.00123249178729357	0.00222993062438057
Visa_fechaalta__min	0.000361844245709698	0.00122645440545479	0.00272547076313181
tcajas__tend	0.000361577104221861	0.00573912425265857	0.00222993062438057
mcomisiones__avg	0.000359560841151331	0.00218537284160401	0.00297324083250743
cprestamos_personales__avg	0.000353470423415291	0.000631206042211746	0.00148662041625372
ctarjeta_visa_descuentos__tend	0.000353046084676363	0.00125520793226011	0.00222993062438057
ctarjeta_master_transacciones__tend	0.000353021215044055	0.000586066014266566	0.000495540138751239
tplan_sueldo__tend	0.00035299435723758	0.00178233476436014	0.000743310208126858
ccallcenter_transacciones__avg	0.000350836682925423	0.00255033151076644	0.00198216055500496
Master_Fvencimiento__min	0.000350449281091941	0.00235093433185375	0.00346878097125867
mvr_msaldopesos2__min	0.000349757327214088	0.0011394876110504	0.00247770069375619
mv_msaldototal__tend	0.000348559660020151	0.00108037194745912	0.00173439048562934
Visa_mpagospesos__tend	0.00034815458189978	0.000886310474294076	0.00173439048562934
mv_fultimo_cierre__avg	0.000347419204400171	0.00115690399482617	0.00272547076313181
cliente_antiguedad__max	0.00034701763915516	0.00161578876301773	0.00346878097125867
mv_Fvencimiento__min	0.000346914126417225	0.00167861461928145	0.00297324083250743
tseguro_vivienda	0.000346196544158144	0.000680760308606556	0.0012388503468781
mrentabilidad_annual	0.000346043520106018	0.00149488808526107	0.00247770069375619
mvr_mpagado__tend	0.000344832378711318	0.00122723194031306	0.00247770069375619
internet__avg	0.000341547191127989	0.00268786296802118	0.00272547076313181
mv_cuenta_estado2__avg	0.000339028968802397	0.00398480353626099	0.00222993062438057
mcomisiones_mantenimiento__max	0.000335624017888691	0.00180746025436294	0.00148662041625372
mcuenta_debitos_automaticos__tend	0.000334319222046491	0.00211787118989678	0.00272547076313181
Master_marca_atraso__tend	0.000332012379601816	0.000610924435562408	0.000991080277502478
cliente_antiguedad	0.000331343655585841	0.00231484100076708	0.00322101090188305
Master_mpagominimo__tend	0.000329267367368827	0.00234347982615136	0.00247770069375619
ctarjeta_visa_transacciones__min	0.000326012862580193	0.00211518904454761	0.00173439048562934
mcuenta_debitos_automaticos	0.000325672869063346	0.000910455986262853	0.00148662041625372
ccheques_emitidos__max	0.000324468353031033	0.000502858302176658	0.000743310208126858
tcaja_ahorro	0.000322447145597285	0.00681172466563375	0.00173439048562934
Visa_Fvencimiento	0.000321908667185679	0.00199403817904568	0.00222993062438057
mvr_msaldopesos2	0.000320144414569929	0.00192327550714401	0.00247770069375619
Master_fechaalta	0.000319881804371213	0.000824853111197337	0.00247770069375619
mtarjeta_visa_consumo__tend	0.000318434586408872	0.00149287545607609	0.00173439048562934
ctransferencias_emitidas__avg	0.000317712317669011	0.00127374311181497	0.00222993062438057
tplan_sueldo__avg	0.000312449765662399	0.00173195116216319	0.0012388503468781
tplan_sueldo__min	0.0003114482100556	0.00181176200905056	0.000991080277502478
cprestamos_personales__tend	0.000310275204813728	0.00119929325024011	0.00173439048562934
marketing_coss_selling__avg	0.000308822961223055	0.00193914325306999	0.00272547076313181
mvr_mpagospesos__avg	0.000308331427999298	0.00118682025016012	0.00247770069375619
Master_msaldototal__tend	0.000308002758863874	0.00102047500942583	0.00198216055500496
Visa_mfinanciacion_limite	0.000307440164762549	0.00282984899677494	0.00272547076313181
mcaja_ahorro_Paquete__max	0.000305580239445609	0.00266124911850746	0.00222993062438057
Master_fultimo_cierre__avg	0.000305193913345388	0.00102508038642188	0.00247770069375619
ttarjeta_visa_debitos_automaticos__avg	0.000303919420798039	0.00379173951150072	0.00272547076313181
Visa_mpagominimo__max	0.00030384303385338	0.0023728543280796	0.00173439048562934
mcomisiones_otras	0.000299930952321171	0.00219328716126998	0.00222993062438057
mv_msaldototal	0.000298590821028518	0.00117347443367616	0.000991080277502478
mvr_mpagominimo__tend	0.000298161469764966	0.000591097845534481	0.00173439048562934
mvr_mconsumosdolares__min	0.000297105564945308	0.000918564130109041	0.00148662041625372
Visa_mpagospesos__avg	0.000296499886873769	0.00176544052450238	0.00198216055500496
mrentabilidad_annual__avg	0.000294671360191333	0.00108706841753233	0.00247770069375619
mactivos_margen__max	0.000292062724610474	0.00195244249062897	0.00198216055500496
tcaja_seguridad__avg	0.000291222945656374	8.61256878087603e-05	0.000247770069375619
mtransferencias_emitidas	0.000289804186586728	0.000218568507572804	0.000247770069375619
mvr_Visa_mlimitecompra__min	0.000289743046850679	0.00125849771424982	0.00247770069375619
ccomisiones_otras__max	0.000282203494839552	0.00119018150735677	0.00148662041625372
Visa_fechaalta__max	0.00028074937432101	0.00111834555715895	0.00148662041625372
Visa_cuenta_estado__tend	0.000280562218220649	0.000723480091989781	0.00148662041625372
Master_fechaalta__max	0.000277442655424843	0.00140563379254264	0.00297324083250743
mvr_mpagado__max	0.000276405383155416	0.0010580049187463	0.00148662041625372
mcomisiones_otras__tend	0.00027397376686309	0.0024070231138436	0.00198216055500496
mtransferencias_emitidas__tend	0.000271748254804362	0.000999928403759764	0.00198216055500496
mv_msaldopesos	0.000268774560342325	0.00112412058540724	0.00173439048562934
mcheques_emitidos__min	0.000268492793543414	0.000377274707743677	0.000247770069375619
mv_tconsumos	0.000267179951397854	0.000449053061552813	0.000991080277502478
Master_Fvencimiento	0.000265841838973513	0.00122567583169318	0.00247770069375619
Master_mfinanciacion_limite__tend	0.000265836603427719	0.000850529579961296	0.00222993062438057
tcuenta_debitos_automaticos__tend	0.000264910660171744	0.00191042086183543	0.00198216055500496
tseguro_vida_mercado_abierto	0.000264794035453451	0.000430131837007503	0.000743310208126858
mv_fultimo_cierre__tend	0.000261085112094733	0.00270743740210023	0.00247770069375619
Master_mpagospesos	0.000259585534310648	0.000633898507542134	0.00148662041625372
mv_mpagominimo	0.000259156320254961	0.000606425538978006	0.00148662041625372
mcomisiones__tend	0.000256498682732738	0.00188662013153971	0.00198216055500496
Visa_msaldototal	0.000256176944794827	0.000528091099842856	0.000991080277502478
ccomisiones_otras__tend	0.00025511853633114	0.00137068693217761	0.00247770069375619
Visa_mconsumospesos__tend	0.000253781512977323	0.00184785903467477	0.00198216055500496
Visa_msaldodolares__tend	0.000253314314248159	0.000404937051652964	0.00148662041625372
mcaja_ahorro_Paquete__avg	0.000252774855504674	0.00100968574077817	0.00173439048562934
ccallcenter_transacciones__max	0.000252727365873756	0.00174035570937564	0.00173439048562934
Visa_mfinanciacion_limite__max	0.00024994605221597	0.00122701469338917	0.00198216055500496
mvr_mconsumosdolares__tend	0.000248142928558036	0.000854336479518584	0.00173439048562934
mvr_msaldototal	0.000248112592491623	0.000764246689939129	0.00173439048562934
ctarjeta_debito_transacciones__tend	0.000247967660765635	0.000859479209284412	0.00247770069375619
mvr_Visa_mlimitecompra__tend	0.000247874229658907	0.00121385099057206	0.00173439048562934
mpagomiscuentas__tend	0.000247753574259834	0.000588996122490831	0.00148662041625372
Visa_mconsumototal	0.000247490792311584	0.000871519378105349	0.00173439048562934
mplan_sueldo__max	0.000247073512930822	0.000680208256353572	0.000991080277502478
mv_tconsumos__max	0.000246227727537108	0.00221910529792664	0.00173439048562934
mdescubierto_preacordado__avg	0.000245395519379125	0.00254438338711286	0.00148662041625372
mtarjeta_visa_consumo__min	0.00024439376495491	0.00121612908830938	0.00148662041625372
mcomisiones_mantenimiento__min	0.000243856934943005	0.000320497768423519	0.000495540138751239
ccajeros_propio_transacciones__avg	0.000243036708650505	0.00107081013061189	0.00148662041625372
Visa_mconsumospesos__max	0.000241742983990696	0.00103245937215574	0.00148662041625372
ctransferencias_emitidas__tend	0.000240921242867806	0.00121702999606008	0.00148662041625372
mv_mpagospesos__tend	0.000235188627349327	0.00100050773221995	0.0012388503468781
mcomisiones__min	0.000233016955929638	0.000961565634856859	0.00198216055500496
Master_mconsumospesos__avg	0.000232277915906886	0.00081050976274057	0.00173439048562934
mcheques_emitidos__avg	0.000232102070297527	0.00049768891242814	0.000743310208126858
Visa_msaldopesos	0.000231287389319517	0.00122318811491747	0.0012388503468781
cextraccion_autoservicio__tend	0.000230134476326813	0.00081121645144663	0.00148662041625372
Visa_Finiciomora__avg	0.000225435870807735	0.000499839399871032	0.000991080277502478
Visa_mlimitecompra	0.000223805064100348	0.000903031682117161	0.00198216055500496
Visa_mpagominimo	0.000222976268204362	0.00257988224915926	0.00148662041625372
mcuenta_debitos_automaticos__max	0.000221591872993193	0.000450151255110884	0.0012388503468781
mpasivos_margen__min	0.000221244156709181	0.00218440972729986	0.00173439048562934
mv_mpagospesos__min	0.000217018684214736	0.000329400800060208	0.000991080277502478
mvr_mpagospesos__max	0.000216886440393302	0.000731409896591089	0.00173439048562934
tcajas_extracciones__tend	0.000215948460410826	0.000533964751796351	0.00148662041625372
mv_fechaalta__min	0.000215128622890332	0.000993701787614441	0.00222993062438057
Visa_mpagominimo__avg	0.000214564715037838	0.00084085215140392	0.0012388503468781
Visa_mconsumospesos__min	0.00021452493028863	0.00149221475226582	0.00148662041625372
mv_msaldototal__max	0.000214359399239327	0.000558498207064219	0.0012388503468781
mcajeros_propio__avg	0.000213478152656113	0.000964770228334163	0.00198216055500496
Visa_msaldodolares__avg	0.000213335413822064	0.000454383523773038	0.0012388503468781
Master_mfinanciacion_limite__min	0.000213158432271226	0.000833267892981153	0.00148662041625372
mvr_Master_mlimitecompra__min	0.000212129684283175	0.0013278335235993	0.00173439048562934
mv_tconsumos__avg	0.000212057510758242	0.00033119216534288	0.0012388503468781
Master_fechaalta__tend	0.000211446107374473	0.000619007115038815	0.00173439048562934
Master_Fvencimiento__tend	0.000209942292704454	0.000690622224918439	0.00198216055500496
Visa_fechaalta__tend	0.000209474042531827	0.000969074042410393	0.0012388503468781
mv_mfinanciacion_limite__avg	0.000208764616347314	0.00125564955608147	0.00148662041625372
mttarjeta_visa_debitos_automaticos__max	0.000208343317594788	0.00127522877713863	0.0012388503468781
mprestamos_personales__min	0.000208210671676377	0.00066538581294251	0.000991080277502478
mvr_mconsumototal__avg	0.0002079964008582	0.000617133120729443	0.00173439048562934
mcuentas_saldo__avg	0.000206475151635195	0.00332280558652354	0.00173439048562934
mvr_msaldodolares__tend	0.00020569690091503	0.000652438163933741	0.00148662041625372
mvr_msaldototal__min	0.000204666927005069	0.00108776727875109	0.00173439048562934
mvr_mpagosdolares__max	0.000204554241143264	0.000979775840891656	0.000991080277502478
mv_mpagominimo__avg	0.000204347096492494	0.000634534632922423	0.00148662041625372
Visa_msaldototal__min	0.000203113296611652	0.000587388708029453	0.00148662041625372
Visa_mpagominimo__min	0.000199674320999315	0.00243744567287901	0.000991080277502478
ccajeros_propio_transacciones__tend	0.000198698367431114	0.00111388759985899	0.0012388503468781
mcajeros_propio__max	0.000198384806280481	0.00154316440225455	0.00173439048562934
mv_mconsumosdolares__tend	0.00019610472686781	0.000699243461830475	0.0012388503468781
Master_mconsumosdolares__max	0.000195885717080271	0.000767151099384806	0.000991080277502478
Master_fultimo_cierre__min	0.000195832395316092	0.00110164906512085	0.00148662041625372
mplan_sueldo__tend	0.000195532507503241	0.000715549877508643	0.00148662041625372
ccomisiones_mantenimiento__min	0.000195274631455264	0.000557547705102723	0.000247770069375619
mtransferencias_emitidas__max	0.000195125700443307	0.00104228249629169	0.000743310208126858
mvr_mconsumosdolares	0.00019489525933039	0.00192964156649917	0.0012388503468781
Visa_mconsumospesos__avg	0.000194780232317904	0.000733535738175179	0.00148662041625372
Master_mpagospesos__min	0.000194691230252041	0.000403468170393273	0.00173439048562934
Master_mconsumospesos__tend	0.000193753551974442	0.00150516648446437	0.0012388503468781
mcomisiones_mantenimiento__avg	0.0001916575699421	0.000915403089095205	0.000991080277502478
Master_msaldopesos__min	0.000189615751089306	0.000332762653783409	0.000743310208126858
mvr_mpagosdolares__tend	0.000188991969373001	0.000772878034962282	0.00173439048562934
mv_mconsumototal	0.000188534032654114	0.000760738674598056	0.000743310208126858
mcaja_ahorro_dolares__max	0.000185217722987201	0.00104838242220262	0.00198216055500496
mcheques_depositados__max	0.000184704207986689	0.000586088239243354	0.000743310208126858
ccomisiones_mantenimiento__tend	0.000184522229571754	0.00412962343988556	0.0012388503468781
tcaja_ahorro__avg	0.000179822476679257	0.000308956501710921	0.000495540138751239
mautoservicio__tend	0.000179060820173525	0.00298759852493493	0.00148662041625372
mpasivos_margen__tend	0.000178138491807609	0.000633648551396139	0.00148662041625372
mprestamos_prendarios	0.000177937267414377	0.0023539798260889	0.000991080277502478
mv_msaldopesos__max	0.000175513181697407	0.000386948333128187	0.000991080277502478
tcaja_ahorro__max	0.000174683625798674	0.000452348009027331	0.000743310208126858
ctarjeta_master_transacciones	0.000174669804460292	0.000368851896373402	0.000743310208126858
Visa_tconsumos__tend	0.00017422726435195	0.0007749174221827	0.0012388503468781
mpagodeservicios__avg	0.000173496213669537	0.000692023442791182	0.00148662041625372
Visa_mpagospesos	0.000171910335371397	0.00102700286736121	0.0012388503468781
thomebanking__max	0.000171257363855781	0.000610615571287404	0.0012388503468781
Master_msaldopesos__tend	0.000170644575707598	0.000402513438834045	0.000991080277502478
Visa_mlimitecompra__tend	0.000169863875273888	0.000550623385672569	0.0012388503468781
mvr_msaldototal__max	0.000169661747966367	0.00100341940037832	0.00173439048562934
tcajas_depositos	0.000168586215476832	0.000339632619027406	0.000743310208126858
Master_mlimitecompra__avg	0.000168543998182886	0.00146426734826631	0.000991080277502478
mv_cuenta_estado2__tend	0.000167056531064141	0.000255686394012622	0.000495540138751239
mvr_mpagosdolares__avg	0.000166608163247805	0.00230394521924205	0.000991080277502478
tcuentas__max	0.000166366553252433	0.000486823264406647	0.000743310208126858
Master_tconsumos__tend	0.000166015613935763	0.00107244640523344	0.00148662041625372
mvr_mconsumototal	0.000165850409028645	0.000763816146327729	0.000991080277502478
mvr_mconsumospesos__tend	0.000165713164802902	0.000968534137022664	0.00148662041625372
ccomisiones_otras	0.000164302515994018	0.000640886227546565	0.0012388503468781
mv_Fvencimiento__tend	0.000164273390348787	0.000665636931611344	0.00173439048562934
Visa_mconsumototal__max	0.000163801592845179	0.000662654083122265	0.00173439048562934
Visa_mpagominimo__tend	0.000163168949261081	0.000310228724063988	0.000991080277502478
tcajas_extracciones__avg	0.00016272380185912	0.0011884652362421	0.00198216055500496
mv_mconsumototal__tend	0.000162129971186405	0.00270389622173695	0.0012388503468781
ccajeros_ajenos_transacciones__avg	0.000162118969234859	0.00063488263307305	0.0012388503468781
Visa_mconsumosdolares	0.000161284277321965	0.000847186554487971	0.000743310208126858
Visa_mpagado__min	0.00016108080194287	0.000644976891624188	0.000743310208126858
Master_mlimitecompra__max	0.000160864766918211	0.000576846122108222	0.00148662041625372
mcaja_ahorro_dolares__avg	0.000159688019547559	0.000616411589253928	0.0012388503468781
Visa_msaldototal__max	0.00015893640322303	0.000570675327256625	0.000991080277502478
Visa_mfinanciacion_limite__avg	0.000157805302949586	0.000259189737753792	0.000991080277502478
mv_mconsumototal__avg	0.000157547853694036	0.000299812154182575	0.00148662041625372
mvr_mconsumospesos__avg	0.000157462872585659	0.000313733230327998	0.000743310208126858
cprestamos_personales	0.000157380882097369	0.000846377166191722	0.00148662041625372
ctarjeta_master_transacciones__avg	0.00015698000686213	0.00106784902167451	0.000991080277502478
tpagomiscuentas__avg	0.000156888444889884	0.000593927264046925	0.00148662041625372
mpasivos_margen__max	0.000156404307455224	0.00290966344236351	0.00173439048562934
Master_marca_atraso	0.000156040265623349	0.000322313278843555	0.000495540138751239
ctarjeta_visa_transacciones__avg	0.00015592063585368	0.00192090184372345	0.000991080277502478
mplan_sueldo__avg	0.000155458303049875	0.00191374218927572	0.000743310208126858
tcajas_depositos__avg	0.000155427838146727	0.000815974756386761	0.00173439048562934
mcambio_monedas_compra__tend	0.000154438200927413	0.000779480915578631	0.0012388503468781
